First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Faculty of Informatics, University of Lugano, Lugano, Switzerland E-mail: tonettas@lu.unisi.ch","Tonetta, Stefano",usi,10.1007/s10703-007-0036-3,https://doi.org/10.1007/s10703-007-0036-3,,GSTE is partitioned model checking,,"Sebastiani, Roberto;Singerman, Eli;Tonetta, Stefano;Vardi, Moshe Y.",2007,Formal Methods in System Design,"Dipartimento di Informatica e Telecomunicazioni, Università di Trento, Trento, Italy E-mail: rseba@dit.unitn.it;Intel Israel Design Center, Haifa, Israel E-mail: eli.singerman@intel.com;Faculty of Informatics, University of Lugano, Lugano, Switzerland E-mail: tonettas@lu.unisi.ch;Department of Computer Science, Rice University, Houston, USA E-mail: vardi@cs.rice.edu",Springer US; http://www.springer-ny.com,,31,2,177,196,0925-9856,1572-8102,copyright,"Springer Science+Business Media, LLC, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1070300700363,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1070300700363&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1070300700363&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1070300700363&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"IDSIA, Galleria 2, CH-6928, Manno, Lugano, Switzerland E-mail: zaffalon@idsia.ch","Zaffalon, Marco",usi,10.1007/s10472-005-9007-9,https://doi.org/10.1007/s10472-005-9007-9,,Robust inference of trees,,"Zaffalon, Marco;Hutter, Marcus",2005,Annals of Mathematics and Artificial Intelligence,"IDSIA, Galleria 2, CH-6928, Manno, Lugano, Switzerland E-mail: zaffalon@idsia.ch;IDSIA, Galleria 2, CH-6928, Manno, Lugano, Switzerland E-mail: marcus@idsia.ch",Springer Netherlands,,45,1-2,215,239,1012-2443,1573-7470,copyright,"Springer Science+Business Media, Inc., 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1047200590079,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1047200590079&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1047200590079&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1047200590079&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lugano, Lugano, Switzerland E-mail: aliaksei.tsitovich@usi.ch","Tsitovich, Aliaksei",usi,10.1007/s10009-011-0185-y,https://doi.org/10.1007/s10009-011-0185-y,,An abstraction refinement approach combining precise and approximated techniques,,"Sharygina, Natasha;Tonetta, Stefano;Tsitovich, Aliaksei",2012,International Journal on Software Tools for Technology Transfer,"University of Lugano, Lugano, Switzerland School of Computer Science, Carnegie Mellon University, Pittsburgh, USA;Fondazione Bruno Kessler, Trento, Italy;University of Lugano, Lugano, Switzerland E-mail: aliaksei.tsitovich@usi.ch",Springer-Verlag,,14,1,1,14,1433-2779,1433-2787,copyright,"Springer-Verlag, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s100090110185y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s100090110185y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s100090110185y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s100090110185y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Communication Scences, University of Lugano (Università della Svizzera Italiana), via Giuseppe Buffi 13, 6900, Lugano, Switzerland E-mail: duncan.guest@usi.ch","Guest, Duncan",usi,10.3758/s13414-011-0196-5,https://doi.org/10.3758/s13414-011-0196-5,,The effect of spatial competition between object-level representations of target and mask on object substitution masking,,"Guest, Duncan;Gellatly, Angus;Pilling, Michael",2011,"Attention, Perception, & Psychophysics","Faculty of Communication Scences, University of Lugano (Università della Svizzera Italiana), via Giuseppe Buffi 13, 6900, Lugano, Switzerland E-mail: duncan.guest@usi.ch;Oxford Brookes University, Oxford, UK;Oxford Brookes University, Oxford, UK",Springer-Verlag,,73,8,2528,2541,1943-3921,1943-393X,copyright,"Psychonomic Society, Inc., 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer103758s1341401101965,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758s1341401101965&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758s1341401101965&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758s1341401101965&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Economics, University of Lugano, Lugano, Switzerland Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy E-mail: giuliano.masiero@unibg.it","Masiero, G.",usi,10.1007/s00181-011-0529-1,https://doi.org/10.1007/s00181-011-0529-1,,An empirical analysis of habit and addiction to antibiotics,,"Filippini, M.;Masiero, G.",2012,Empirical Economics,"Department of Economics, University of Lugano, Lugano, Switzerland ETH, Zurich, Switzerland E-mail: massimo.filippini@usi.ch;Department of Economics, University of Lugano, Lugano, Switzerland Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy E-mail: giuliano.masiero@unibg.it",Springer-Verlag,,42,,471,486,0377-7332,1435-8921,copyright,"Springer-Verlag, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0018101105291,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101105291&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101105291&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101105291&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Chemistry and Applied Biosciences, Computational Science, ETH Zürich, USI-Campus, via Giuseppe Buffi 13, 6900, Lugano, Switzerland E-mail: par.soderhjelm@phys.chem.ethz.ch","Söderhjelm, Pär",usi,10.1007/s00214-012-1159-1,https://doi.org/10.1007/s00214-012-1159-1,,Polarization effects in protein–ligand calculations extend farther than the actual induction energy,,"Söderhjelm, Pär",2012,Theoretical Chemistry Accounts,"Department of Chemistry and Applied Biosciences, Computational Science, ETH Zürich, USI-Campus, via Giuseppe Buffi 13, 6900, Lugano, Switzerland E-mail: par.soderhjelm@phys.chem.ethz.ch",Springer-Verlag,,131,3,1,12,1432-881X,1432-2234,copyright,"Springer-Verlag, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0021401211591,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0021401211591&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0021401211591&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0021401211591&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"REVEAL @ Faculty of Informatics, University of Lugano, 6900, Lugano, Switzerland E-mail: marco.dambros@usi.ch","D’Ambros, Marco",usi,10.1007/s10664-011-9173-9,https://doi.org/10.1007/s10664-011-9173-9,,Evaluating defect prediction approaches: a benchmark and an extensive comparison,,"D’Ambros, Marco;Lanza, Michele;Robbes, Romain",2012,Empirical Software Engineering,"REVEAL @ Faculty of Informatics, University of Lugano, 6900, Lugano, Switzerland E-mail: marco.dambros@usi.ch;REVEAL @ Faculty of Informatics, University of Lugano, 6900, Lugano, Switzerland E-mail: michele.lanza@usi.ch;PLEIAD Lab @ Computer Science Department (DCC), University of Chile, Santiago, Chile E-mail: rrobbes@dcc.uchile.cl",Springer US; http://www.springer-ny.com,,17,4-5,531,577,1382-3256,1573-7616,copyright,"Springer Science+Business Media, LLC, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1066401191739,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401191739&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401191739&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401191739&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"REVEAL @ Faculty of Informatics, University of Lugano, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: lile.hattori@usi.ch","Hattori, Lile Palma",usi,10.1007/s10664-010-9145-5,https://doi.org/10.1007/s10664-010-9145-5,,Refining code ownership with synchronous changes,,"Hattori, Lile Palma;Lanza, Michele;Robbes, Romain",2012,Empirical Software Engineering,"REVEAL @ Faculty of Informatics, University of Lugano, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: lile.hattori@usi.ch;REVEAL @ Faculty of Informatics, University of Lugano, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: michele.lanza@usi.ch;PLEIAD Lab, Computer Science Department (DCC), University of Chile, Blanco Encalada 2120, of. 308, Santiago, Chile E-mail: rrobbes@dcc.uchile.cl",Springer US; http://www.springer-ny.com,,17,4-5,467,499,1382-3256,1573-7616,copyright,"Springer Science+Business Media, LLC, 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1066401091455,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401091455&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401091455&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1066401091455&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Cardiology, Fondazione Cardiocentro Ticino, Lugano, Switzerland Department of Heart and Great Vessels “Attilio Reale”, Policlinico Umberto I, Sapienza University of Rome, Viale del Policlinico, 155 00161, Rome, Italy E-mail: ilaria.d@libero.it","D’Angeli, Ilaria",usi,10.1007/s10554-010-9626-z,https://doi.org/10.1007/s10554-010-9626-z,,Right coronary artery chronic total occlusion in presence of anomalous origin of left coronary artery,,"D’Angeli, Ilaria;Pedrazzini, Giovanni B.;Faletra, Francesco F.",2011,The International Journal of Cardiovascular Imaging,"Division of Cardiology, Fondazione Cardiocentro Ticino, Lugano, Switzerland Department of Heart and Great Vessels “Attilio Reale”, Policlinico Umberto I, Sapienza University of Rome, Viale del Policlinico, 155 00161, Rome, Italy E-mail: ilaria.d@libero.it;Division of Cardiology, Fondazione Cardiocentro Ticino, Lugano, Switzerland;Division of Cardiology, Fondazione Cardiocentro Ticino, Lugano, Switzerland",Springer Netherlands,,27,1,1,3,1569-5794,1573-0743,copyright,"Springer Science+Business Media, B.V., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s105540109626z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105540109626z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105540109626z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105540109626z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute for Linguistics and Semiotics, University of Lugano, via Buffi, 13, 6900, Lugano, Switzerland, UK E-mail: andrea.rocci@lu.unisi.ch","Rocci, Andrea",usi,10.1007/s10503-007-9065-8,https://doi.org/10.1007/s10503-007-9065-8,,Modality and its Conversational Backgrounds in the Reconstruction of Argumentation,,"Rocci, Andrea",2008,Argumentation,"Institute for Linguistics and Semiotics, University of Lugano, via Buffi, 13, 6900, Lugano, Switzerland, UK E-mail: andrea.rocci@lu.unisi.ch",Springer Netherlands,,22,2,165,189,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050300790658,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790658&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790658&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790658&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Dalle Molle Institute for Artificial Intelligence (IDSIA), Galleria 2, 6928, Manno-Lugano, Switzerland E-mail: julian@idsia.ch","Togelius, Julian",usi,10.1007/s10710-008-9063-0,https://doi.org/10.1007/s10710-008-9063-0,,The 2007 IEEE CEC simulated car racing competition,,"Togelius, Julian;Lucas, Simon;Thang, Ho Duc;Garibaldi, Jonathan M.;Nakashima, Tomoharu;Tan, Chin Hiong;Elhanany, Itamar;Berant, Shay;Hingston, Philip;Maccallum, Robert M.;Haferlach, Thomas;Gowrisankar, Aravind;Burrow, Pete",2008,Genetic Programming and Evolvable Machines,"Dalle Molle Institute for Artificial Intelligence (IDSIA), Galleria 2, 6928, Manno-Lugano, Switzerland E-mail: julian@idsia.ch;Department of Computing and Electronic Systems, University of Essex, CO4 3SQ, Colchester, UK E-mail: sml@essex.ac.uk;Department of Computer Science, University of Nottingham, Nottingham, UK E-mail: dth@cs.nott.ac.uk;Department of Computer Science, University of Nottingham, Nottingham, UK E-mail: jmg@cs.nott.ac.uk;Graduate School of Engineering, Osaka Prefecture University, Gakuen-cho 1-1, 599-8531, Naka-ku, Sakai, Japan E-mail: nakashi@cs.osakafu-u.ac.jp;National University of Singapore, Singapore, Singapore E-mail: g0600100@nus.edu.sg;Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA E-mail: itamar@ieee.org;Binatix, Inc., Palo Alto, CA, USA E-mail: shay@binatix.com;Edith Cowan University, Joondalup, Australia E-mail: p.hingston@ecu.edu.au;Imperial College, SW7 2AZ, London, UK E-mail: r.maccallum@imperial.ac.uk;Imperial College, SW7 2AZ, London, UK E-mail: t.haferlach@googlemail.com;Department of Computer Sciences, University of Texas, Austin, TX, USA E-mail: aravind@cs.utexas.edu;Department of Computing and Electronic Systems, University of Essex, CO4 3SQ, Colchester, UK E-mail: prburr@essex.ac.uk",Springer US; http://www.springer-ny.com,,9,,295,329,1389-2576,1573-7632,copyright,"Springer Science+Business Media, LLC, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1071000890630,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1071000890630&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1071000890630&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1071000890630&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
